,accommodates,price,guests_included,extra_people
1926,2,25.0,1,15.00
1927,2,70.0,1,0.00
1928,6,65.0,4,25.00
1929,5,77.0,4,33.00
1930,10,40.0,1,25.00
1931,7,165.0,1,0.00
1932,4,55.0,2,15.00
1933,6,145.0,2,15.00
1934,8,100.0,6,15.00
1935,2,40.0,1,0.00
1936,5,85.0,1,0.00
1937,2,77.0,1,0.00
1938,4,78.0,2,20.00
1939,4,80.0,1,0.00
1940,1,90.0,7,10.00
1941,4,69.0,1,10.00
1942,4,78.0,1,10.00
1943,4,88.0,1,10.00
1944,4,50.0,1,0.00
1945,4,78.0,1,10.00
1946,3,69.0,1,10.00
1947,3,78.0,1,10.00
1948,4,50.0,1,10.00
1949,3,99.0,1,10.00
1950,4,150.0,1,0.00
1951,7,110.0,7,10.00
1952,5,275.0,1,0.00
1953,12,40.0,1,25.00
1954,4,112.0,1,0.00
1955,5,120.0,1,0.00
1956,2,29.0,1,0.00
1957,3,75.0,1,0.00
1958,6,77.0,4,15.00
1959,8,200.0,1,0.00
1960,8,45.0,1,20.00
1961,2,60.0,1,0.00
1962,2,50.0,1,0.00
1963,6,80.0,1,0.00
1964,2,60.0,1,0.00
1965,5,100.0,1,0.00
1966,2,42.0,1,0.00
1967,4,45.0,1,30.00
1968,4,45.0,1,30.00
1969,2,39.0,1,5.00
1970,1,25.0,1,0.00
1971,4,45.0,1,30.00
1972,4,45.0,1,25.00
1973,8,45.0,1,20.00
1974,2,85.0,1,0.00
1975,2,85.0,1,0.00
1976,2,85.0,1,0.00
1977,4,100.0,1,0.00
1978,2,50.0,1,0.00
1979,2,60.0,1,0.00
1980,2,90.0,2,10.00
1981,2,35.0,1,10.00
1982,2,139.0,1,0.00
1983,2,48.0,1,0.00
1984,6,180.0,1,0.00
1985,2,85.0,1,0.00
1986,4,50.0,1,0.00
1987,8,38.0,1,20.00
1988,2,85.0,1,0.00
1989,8,35.0,1,20.00
1990,7,159.0,2,25.00
1991,3,40.0,1,20.00
1992,2,100.0,1,0.00
1993,2,35.0,1,0.00
1994,4,55.0,2,15.00
1995,2,100.0,1,50.00
1996,3,70.0,1,0.00
1997,3,75.0,2,10.00
1998,2,43.0,1,0.00
1999,4,60.0,1,0.00
2000,4,35.0,2,7.00
2001,2,50.0,1,0.00
2002,2,85.0,1,0.00
2003,2,96.0,1,0.00
2004,6,120.0,1,24.00
2005,2,90.0,1,0.00
2006,2,41.0,1,0.00
2007,8,500.0,1,0.00
2008,4,150.0,1,0.00
2009,2,120.0,1,0.00
2010,2,55.0,1,0.00
2011,2,85.0,1,0.00
2012,2,47.0,2,20.00
2013,2,65.0,1,15.00
2014,2,66.0,1,0.00
2015,5,97.0,2,25.00
2016,4,180.0,1,0.00
2017,4,59.0,2,10.00
2018,2,36.0,1,0.00
2019,4,45.0,2,15.00
2020,2,39.0,1,0.00
2021,4,999.0,1,0.00
2022,4,999.0,1,0.00
2023,6,999.0,1,0.00
2024,6,999.0,1,0.00
2025,8,999.0,1,0.00
2026,8,999.0,1,0.00
2027,4,58.0,2,10.00
2028,2,30.0,1,0.00
2029,8,999.0,1,0.00
2030,8,999.0,1,0.00
2031,2,50.0,1,0.00
2032,2,50.0,1,0.00
2033,2,68.0,1,0.00
2034,2,100.0,1,0.00
2035,4,77.0,4,0.00
2036,4,49.0,2,9.00
2037,2,37.0,1,0.00
2038,3,105.0,1,10.00
2039,4,80.0,1,0.00
2040,2,29.0,1,0.00
2041,1,35.0,1,0.00
2042,4,999.0,1,0.00
2043,4,999.0,1,0.00
2044,4,999.0,1,0.00
2045,4,999.0,1,0.00
2046,4,999.0,1,0.00
2047,4,999.0,1,0.00
2048,4,999.0,1,0.00
2049,4,999.0,1,0.00
2050,4,999.0,1,0.00
2051,4,75.0,1,0.00
2052,2,50.0,1,0.00
2053,2,52.0,1,5.00
2054,4,200.0,2,25.00
2055,4,150.0,2,20.00
2056,3,35.0,1,0.00
2057,2,55.0,1,0.00
2058,2,75.0,1,0.00
2059,2,75.0,1,0.00
2060,2,22.0,1,5.00
2061,2,75.0,1,0.00
2062,3,50.0,1,20.00
2063,2,70.0,1,0.00
2064,3,65.0,1,0.00
2065,2,20.0,1,0.00
2066,4,89.0,2,15.00
2067,2,100.0,1,5.00
2068,4,65.0,2,20.00
2069,3,90.0,1,0.00
2070,1,25.0,1,0.00
2071,2,80.0,1,0.00
2072,4,59.0,1,15.00
2073,8,150.0,2,28.00
2074,2,59.0,1,0.00
2075,2,190.0,1,0.00
2076,3,164.0,1,0.00
2077,2,70.0,1,0.00
2078,7,110.0,1,15.00
2079,4,120.0,1,15.00
2080,2,55.0,1,0.00
2081,2,80.0,1,30.00
2082,4,120.0,1,15.00
2083,4,120.0,1,15.00
2084,3,34.0,2,15.00
2085,4,120.0,1,15.00
2086,4,200.0,1,15.00
2087,6,300.0,1,15.00
2088,2,25.0,1,0.00
2089,4,79.0,1,15.00
2090,4,135.0,4,0.00
2091,4,60.0,2,10.00
2092,6,95.0,2,35.00
2093,2,20.0,1,0.00
2094,4,57.0,1,0.00
2095,2,35.0,1,0.00
2096,8,240.0,2,40.00
2097,3,200.0,2,100.00
2098,5,60.0,1,15.00
2099,2,60.0,1,0.00
2100,1,30.0,1,0.00
2101,3,75.0,1,0.00
2102,12,45.0,1,25.00
2103,5,50.0,1,0.00
2104,10,45.0,1,20.00
2105,2,50.0,1,0.00
2106,2,70.0,1,15.00
2107,2,60.0,1,0.00
2108,2,75.0,1,0.00
2109,1,14.0,1,0.00
2110,2,85.0,1,0.00
2111,3,37.0,2,16.00
2112,2,99.0,1,0.00
2113,5,90.0,1,0.00
2114,2,99.0,1,0.00
2115,4,85.0,2,25.00
2116,2,100.0,1,0.00
2117,2,35.0,1,10.00
2118,2,39.0,2,0.00
2119,4,80.0,1,10.00
2120,4,60.0,1,0.00
2121,2,50.0,1,0.00
2122,8,119.0,2,60.00
2123,1,40.0,1,0.00
2124,4,30.0,2,10.00
2125,2,45.0,1,0.00
2126,2,150.0,1,0.00
2127,8,179.0,1,0.00
2128,2,55.0,1,0.00
2129,3,45.0,2,18.00
2130,5,85.0,1,0.00
2131,2,90.0,1,0.00
2132,4,119.0,1,0.00
2133,12,45.0,1,25.00
2134,4,65.0,1,0.00
2135,2,60.0,1,0.00
2136,2,60.0,1,0.00
2137,4,109.0,1,89.00
2138,2,60.0,2,12.00
2139,2,80.0,2,0.00
2140,4,120.0,1,0.00
2141,2,75.0,1,0.00
2142,12,45.0,1,25.00
2143,12,45.0,1,25.00
2144,2,30.0,1,0.00
2145,2,50.0,1,20.00
2146,2,85.0,1,0.00
2147,2,70.0,1,0.00
2148,3,70.0,2,10.00
2149,3,45.0,1,0.00
2150,4,85.0,2,5.00
2151,2,35.0,1,25.00
2152,4,999.0,1,0.00
2153,6,999.0,1,0.00
2154,8,999.0,1,0.00
2155,3,60.0,2,10.00
2156,2,28.0,1,25.00
2157,8,999.0,1,0.00
2158,6,150.0,1,0.00
2159,2,70.0,1,0.00
2160,6,58.0,2,35.00
2161,2,39.0,1,0.00
2162,16,28.0,1,26.00
2163,2,59.0,1,0.00
2164,4,60.0,3,15.00
2165,2,100.0,1,0.00
2166,4,110.0,1,0.00
2167,2,45.0,1,0.00
2168,2,50.0,2,20.00
2169,5,118.0,1,0.00
2170,5,80.0,4,10.00
2171,4,100.0,1,0.00
2172,2,36.0,1,27.00
2173,2,40.0,1,0.00
2174,2,65.0,1,0.00
2175,1,20.0,1,15.00
2176,1,20.0,1,15.00
2177,4,59.0,2,20.00
2178,3,35.0,1,5.00
2179,10,45.0,1,25.00
2180,2,30.0,1,0.00
2181,4,150.0,1,0.00
2182,4,110.0,1,0.00
2183,7,120.0,1,0.00
2184,2,250.0,1,0.00
2185,2,39.0,1,0.00
2186,2,61.0,1,0.00
2187,2,55.0,1,0.00
2188,2,65.0,1,70.00
2189,2,65.0,1,0.00
2190,4,59.0,1,0.00
2191,2,45.0,1,15.00
2192,2,75.0,1,0.00
2193,2,90.0,1,0.00
2194,6,230.0,1,0.00
2195,4,200.0,1,0.00
2196,2,95.0,1,0.00
2197,6,140.0,2,10.00
2198,2,65.0,1,0.00
2199,2,150.0,1,0.00
2200,2,160.0,1,0.00
2201,2,150.0,1,0.00
2202,2,150.0,1,0.00
2203,2,27.0,1,0.00
2204,1,18.0,1,15.00
2205,4,50.0,2,10.00
2206,2,120.0,1,0.00
2207,4,79.0,1,15.00
2208,8,199.0,1,0.00
2209,2,45.0,1,0.00
2210,5,66.0,1,0.00
2211,2,120.0,1,0.00
2212,4,75.0,2,5.00
2213,2,63.0,1,0.00
2214,5,125.0,2,25.00
2215,2,85.0,1,0.00
2216,3,70.0,1,0.00
2217,5,110.0,1,0.00
2218,1,145.0,1,0.00
2219,3,79.0,2,0.00
2220,2,37.0,1,0.00
2221,2,70.0,1,0.00
2222,11,50.0,2,40.00
2223,9,40.0,1,25.00
2224,2,60.0,1,20.00
2225,4,75.0,1,0.00
2226,6,194.0,1,0.00
2227,16,250.0,1,0.00
2228,2,100.0,1,0.00
2229,2,45.0,1,0.00
2230,16,26.0,1,26.00
2231,16,550.0,1,0.00
2232,2,130.0,1,0.00
2233,2,46.0,2,0.00
2234,3,48.0,2,40.00
2235,1,25.0,1,0.00
2236,10,182.0,6,90.00
2237,2,50.0,1,0.00
2238,2,60.0,1,0.00
2239,2,53.0,1,0.00
2240,4,70.0,1,0.00
2241,4,70.0,1,5.00
2242,4,120.0,1,0.00
2243,16,22.0,1,15.00
2244,2,70.0,1,0.00
2245,3,40.0,1,0.00
2246,2,25.0,1,5.00
2247,2,35.0,1,0.00
2248,6,195.0,1,0.00
2249,5,179.0,1,0.00
